TDS,E.C,Na,Cl,T.H,HCO3,Mg,SAR,NO3,Ca,Classification
856.96,1339,70.41989156,150,519.8601974,381.4181255,82.654,1.342839885,65.9921,72.0,Poor
1137.92,1778,121.9907584,300,579.9177632,325.8779176,48.62,2.202499859,122.6833,152.0,Poor
799.36,1249,67.8796969,200,479.8684211,307.1994847,77.792,1.347258626,17.93745,64.0,Poor
751.36,1174,104.6739926,90,359.9342105,398.9585896,38.896,2.398829551,41.41115,80.0,Poor
811.52,1268,80.5001113,170,459.9177632,282.2985263,48.62,1.632031561,105.18875,104.0,Poor
991.36,1549,109.548683,320,539.9013158,251.4352232,58.344,2.049850234,56.2483,120.0,Poor
520.32,813,59.43722198,30,279.9342105,341.360006,38.896,1.544552514,14.239235,48.0,Poor
759.04,1186,154.8754567,90,259.9424342,411.6723991,34.034,4.176535463,34.302605,48.0,Poor
993.28,1552,209.0,270,299.9177632,200.0,48.62,5.247076015,31.003,40.0,Poor
488.32,763,84.0,120,199.9506579,130.0,29.172,2.582795561,17.11204545,32.0,Poor
1087.36,1699,136.0,190,279.9259868,120.0,43.758,3.534186498,1.811863636,40.0,Poor
800.0,1250,182.0,230,219.9588816,130.0,24.31,5.335471453,89.18395455,48.0,Poor
774.4,1210,145.0,180,239.9506579,150.0,29.172,4.06985741,110.9263182,48.0,Poor
371.2,580,14.1310685,10,259.9424342,178.9222242,34.034,0.381073347,33.2175,48.0,Moderate
1198.08,1872,121.5265423,270,679.8930921,320.7805306,63.206,2.026389802,239.166,168.0,Poor
576.0,900,32.06496904,80,379.9342105,187.5182701,38.896,0.71523505,40.52535,88.0,Poor
296.32,463,41.8859952,70,139.9835526,54.79771251,9.724,1.539226377,2.6574,40.0,Moderate
611.2,955,82.63768615,50,299.9424342,362.193264,34.034,2.074585588,35.432,64.0,Bad
1196.8,1870,101.4417798,380,719.8601974,148.31714,82.654,1.643860438,272.3835,152.0,Poor
1504.0,2350,257.8130012,530,619.8930921,190.4826464,63.206,4.50213569,205.9485,144.0,Bad
807.68,1262,98.64370488,180,419.9259868,312.8174172,43.758,2.092932218,42.29695,96.0,Poor
723.2,1130,76.98178831,150,399.9095395,262.8738397,53.482,1.673706403,88.58,72.0,Poor
1243.52,1943,257.3996798,340,419.8601974,324.8120526,82.654,5.461699647,101.867,32.0,Poor
620.8,970,94.31462036,60,279.9588816,254.8333454,24.31,2.45077849,59.7915,72.0,Poor
757.76,1184,51.88061293,110,479.8930921,315.3506571,63.206,1.029686486,108.5105,88.0,Poor
646.4,1010,141.4692268,80,199.9506579,309.9444606,29.172,4.349834416,25.46675,32.0,Poor
3110.4,4860,161.7915062,1050,2099.638158,556.1109258,213.928,1.535167097,44.29,488.0,Bad
1109.76,1734,97.65486215,310,659.8601974,316.7534751,82.654,1.652875221,106.296,128.0,Poor
302.72,473,25.95773746,20,179.9671053,190.7854009,19.448,0.841283622,9.7438,40.0,Moderate
661.12,1033,55.10541238,170,399.9013158,198.8604311,58.344,1.198091547,70.864,64.0,Poor
500.48,782,33.36323429,30,319.9259868,269.640006,43.758,0.810990095,84.151,56.0,Poor
697.6,1090,39.58012307,70,459.9177632,317.513903,48.62,0.802433798,77.5075,104.0,Poor
938.24,1466,118.3005616,210,479.8684211,353.6688518,77.792,2.347998877,70.864,64.0,Poor
1255.04,1961,136.6798124,270,419.9013158,456.6510068,58.344,2.900032869,139.5135,72.0,Poor
394.88,617,31.34381556,60,239.9424342,209.4435835,34.034,0.879772731,3.76465,40.0,Moderate
479.36,749,43.85447438,80,279.9424342,184.1423177,34.034,1.139598075,70.864,56.0,Moderate
628.48,982,88.21230163,220,299.9753289,158.0539332,14.586,2.214412624,20.8163,96.0,Poor
951.04,1486,105.0818557,200,519.8684211,407.3121038,77.792,2.003794494,34.1033,80.0,Poor
863.36,1349,155.5836327,180,339.9506579,351.6264648,29.172,3.66883456,46.28305,88.0,Poor
1190.4,1860,208.3860012,400,479.8930921,171.8999814,63.206,4.13588501,192.6615,88.0,Poor
682.24,1066,89.49147492,170,339.9342105,265.8204311,38.896,2.110359254,11.9583,72.0,Poor
396.16,619,41.53655991,80,219.9835526,167.3295201,9.724,1.217608254,14.1728,72.0,Moderate
588.8,920,74.60801819,140,299.9917763,226.2310798,4.862,1.872849991,19.0447,112.0,Poor
394.88,617,22.93834923,20,259.9671053,139.8927818,19.448,0.618550447,154.79355,72.0,Moderate
564.48,882,74.85415728,130,279.9342105,198.4039151,38.896,1.945181368,47.3903,48.0,Poor
766.72,1198,111.089953,130,359.9095395,260.8060579,53.482,2.545952332,60.89875,56.0,Poor
478.08,747,52.41760271,30,259.9588816,309.7554822,24.31,1.413503828,15.5015,64.0,Moderate
203.52,318,26.43778932,30,99.98355263,41.47786319,9.724,1.149563641,3.9861,24.0,Moderate
366.08,572,20.88274977,20,239.9588816,78.74873419,24.31,0.586126604,133.7558,56.0,Moderate
551.04,861,70.29350433,120,279.9342105,197.8831194,38.896,1.826666947,50.0477,48.0,Poor
245.12,383,13.96250217,20,159.9671053,109.8365913,19.448,0.479976611,3.9861,32.0,Moderate
793.6,1240,196.0,150,199.9753289,290.0,14.586,6.026151217,56.36909091,56.0,Poor
645.76,1009,179.0,210,200.0,180.0,5.0,5.503135384,34.82804545,80.0,Poor
464.64,726,116.0,30,139.9753289,270.0,14.586,4.262892735,64.42181818,32.0,Moderate
1292.16,2019,199.0,360,619.8273026,410.0,102.102,3.475280705,41.87418182,80.0,Poor
995.84,1556,136.0,230,439.9013158,280.0,58.344,2.819249044,102.6722727,80.0,Poor
577.92,903,132.0,130,239.9588816,220.0,24.31,3.704910155,52.34272727,56.0,Poor
633.6,990,82.12910913,40,319.9506579,370.0174684,29.172,1.996309035,65.9921,80.0,Poor
872.32,1363,85.40600488,260,499.9259868,255.5747349,43.758,1.660763206,41.85405,128.0,Poor
652.16,1019,69.61665085,70,359.9424342,372.0712839,34.034,1.59539698,28.7885,88.0,Poor
1024.0,1600,168.1888332,330,439.9424342,260.7941141,34.034,3.486353295,11.9583,120.0,Poor
826.88,1292,105.7912749,130,419.9342105,413.1396294,38.896,2.244560866,9.52235,104.0,Poor
609.92,953,36.05333963,50,399.9342105,367.6615974,38.896,0.783832715,26.1311,96.0,Poor
988.16,1544,106.0090289,290,539.9177632,284.9221219,48.62,1.983586813,60.2344,136.0,Poor
390.4,610,48.81981502,70,199.9506579,152.8008078,29.172,1.501090494,50.9335,32.0,Moderate
851.2,1330,114.0632183,250,419.9013158,161.7925107,58.344,2.420160493,152.8005,72.0,Poor
428.8,670,81.55781502,60,159.9506579,193.5357264,29.172,2.803785148,6.42205,16.0,Moderate
627.2,980,51.42502361,230,379.9095395,132.4873479,53.482,1.147113958,15.72295,64.0,Poor
877.44,1371,67.52827872,300,539.8766447,211.5260128,72.93,1.263602783,31.4459,96.0,Poor
422.4,660,50.60750271,50,219.9588816,223.7277878,24.31,1.483598275,31.22445,48.0,Moderate
1091.2,1705,100.4303429,220,639.8848684,412.1889332,68.068,1.726180432,126.2265,144.0,Poor
428.8,670,17.37714551,20,299.9342105,232.615877,38.896,0.436252169,77.5075,56.0,Moderate
220.8,345,43.88047755,50,59.98355263,40.77897833,9.724,2.463357347,2.2145,8.0,Moderate
380.8,595,27.64329683,10,239.9588816,185.3353195,24.31,0.775878266,14.83715,56.0,Moderate
390.4,610,21.4156161,60,259.9342105,165.8595359,38.896,0.577525302,50.9335,40.0,Moderate
872.96,1364,75.58033274,280,519.8601974,198.9701358,82.654,1.441244556,84.151,72.0,Poor
166.4,260,5.076154025,20,119.9835526,51.63016276,9.724,0.201486567,33.2175,32.0,Moderate
949.12,1483,122.5261322,310,479.8684211,245.6334751,77.792,2.431866906,44.29,64.0,Poor
288.0,450,21.54214977,40,179.9588816,118.0448493,24.31,0.698191508,31.22445,32.0,Moderate
236.8,370,12.02327167,10,159.9835526,129.1686528,9.724,0.41329215,44.29,48.0,Moderate
744.96,1164,123.0606578,120,320.0,376.4737742,43.758,2.991345915,0.68665,56.0,Poor
1804.8,2820,322.1284826,460,720.0,623.7699339,160.446,5.220557757,88.6,24.0,Bad
888.32,1388,173.7189712,190,320.0,379.6644034,58.344,4.222905856,1.17395,32.0,Poor
806.4,1260,125.9555755,250,360.0,219.5487607,43.758,2.886575747,27.5546,72.0,Poor
1260.8,1970,224.302459,320,500.0,392.4343899,106.964,4.362141847,127.584,24.0,Poor
777.6,1215,97.37056424,240,400.0,172.6509412,48.62,2.116969024,69.7725,80.0,Poor
1555.2,2430,273.3512098,380,600.0,494.7210091,87.516,4.852562282,170.7765,96.0,Bad
2440.96,3814,426.0,630,839.7697368,340.0,136.136,6.391483222,287.2810455,112.0,Bad
295.68,462,44.0,50,179.9424342,130.0,34.034,1.426126483,44.49131818,16.0,Moderate
272.0,425,36.0,40,159.9506579,130.0,29.172,1.237603843,34.82804545,16.0,Moderate
217.6,340,67.0,40,139.9588816,130.0,24.31,2.462332714,76.29959091,16.0,Moderate
721.28,1127,116.0,120,319.9013158,290.0,58.344,2.819824892,69.25345455,32.0,Poor
950.4,1485,193.0,140,359.8848684,340.0,68.068,4.423313079,151.5925909,32.0,Poor
462.08,722,72.0,50,199.9424342,210.0,34.034,2.213870294,42.47813636,24.0,Moderate
796.16,1244,134.0,170,319.9095395,270.0,53.482,3.25734206,37.24386364,40.0,Poor
883.84,1381,154.0,260,399.9013158,180.0,58.344,3.348239135,47.51109091,64.0,Poor
715.52,1118,128.0,170,299.9095395,260.0,53.482,3.213564297,2.415818182,32.0,Poor
892.16,1394,152.0,200,419.9013158,310.0,58.344,3.225092194,47.10845455,72.0,Poor
458.88,717,61.0,140,259.9342105,80.0,38.896,1.645016575,22.34631818,40.0,Moderate
966.4,1510,120.0,240,479.8930921,100.0,63.206,2.381667667,130.8568182,88.0,Poor
721.92,1128,111.0,210,319.9259868,120.0,43.758,2.698176675,48.92031818,56.0,Poor
480.0,750,58.0,20,239.9259868,290.0,43.758,1.628026661,5.636909091,24.0,Poor
605.44,946,75.0,90,339.8848684,280.0,68.068,1.768754314,27.37927273,24.0,Poor
1481.6,2315,256.0,340,459.9259868,320.0,43.758,5.190009525,134.8831818,112.0,Bad
448.0,700,61.0,80,239.9259868,200.0,43.758,1.712234936,19.9305,24.0,Moderate
1139.2,1780,204.088137,250,439.8848684,493.7687012,68.068,4.230779719,7.9722,64.0,Poor
1824.0,2850,264.1625851,580,859.8684211,420.9032914,77.792,3.916764593,7.30785,216.0,Bad
1159.68,1812,142.7847594,170,559.9013158,502.0249549,58.344,2.623603938,7.30785,128.0,Poor
1030.4,1610,205.8761231,120,339.9177632,519.8285956,48.62,4.855022145,6.42205,56.0,Poor
1350.4,2110,135.2891455,390,759.9342105,327.7191262,38.896,2.133767617,7.9722,240.0,Poor
1286.4,2010,124.8112546,480,739.8848684,269.9465253,68.068,1.995004318,0.66435,184.0,Poor
556.8,870,35.94681076,30,359.9259868,349.9857203,43.758,0.823807852,26.1311,72.0,Poor
1459.2,2280,251.3515851,370,599.8684211,505.2484872,77.792,4.461961231,21.2592,112.0,Bad
1248.0,1950,148.257707,220,659.8930921,440.9044094,63.206,2.509300378,19.70905,160.0,Poor
1491.2,2330,175.2754183,270,759.8108553,519.8119591,111.826,2.764651726,1.99305,120.0,Bad
816.0,1275,147.2480573,90,319.9342105,283.8345419,38.896,3.579244751,29.2314,64.0,Poor
3481.6,5440,597.8544632,1500,1439.84375,438.3062545,92.378,6.850305768,167.19475,424.0,Bad
1116.8,1745,163.8370391,320,519.9424342,384.5861756,34.034,3.123968335,121.7975,152.0,Poor
1507.2,2355,273.0,340,539.8601974,320.0,82.654,5.108508925,66.435,80.0,Bad
361.6,565,89.0,40,139.9917763,180.0,4.862,3.196981731,38.04913636,48.0,Moderate
490.24,766,39.0,20,199.9588816,190.0,24.31,1.199130423,41.27022727,40.0,Poor
355.2,555,40.0,20,199.9588816,220.0,24.31,1.229877357,14.09227273,40.0,Moderate
470.4,735,44.0,30,319.9424342,340.0,34.034,0.9965982,18.92390909,72.0,Moderate
560.0,875,66.0,80,299.9424342,200.0,34.034,1.631798632,49.72559091,64.0,Poor
1331.2,2080,163.0,370,639.8601974,210.0,82.654,2.801671553,143.7411818,120.0,Poor
374.4,585,28.0,30,259.9424342,260.0,34.034,0.755077631,13.48831818,48.0,Moderate
822.4,1285,98.0,210,499.8930921,250.0,63.206,1.905722546,102.0683182,96.0,Poor
175.36,274,12.31,40,99.97532895,60.0,14.586,0.535283425,1.24012,16.0,Moderate
869.12,1358,115.0,130,419.8601974,350.0,82.654,2.440156336,184.6893,32.0,Poor
326.4,510,51.22,10,179.9342105,230.0,38.896,1.660178811,0.4429,8.0,Moderate
1207.68,1887,197.0,290,519.8190789,370.0,106.964,3.756749891,118.2543,32.0,Poor
1843.2,2880,230.0,390,919.6463816,520.0,209.066,3.297536161,417.6547,24.0,Bad
510.72,798,83.0,70,219.9342105,270.0,38.896,2.433345977,13.86277,24.0,Poor
507.52,793,17.04,60,259.9671053,140.0,19.448,0.459496868,159.8869,72.0,Poor
2668.8,4170,532.4,790,899.6792763,700.0,189.618,7.717317222,272.8264,48.0,Bad
324.48,507,37.38,50,159.9671053,170.0,19.448,1.28497926,0.4429,32.0,Moderate
335.36,524,35.31,30,199.9671053,100.0,19.448,1.085651912,150.586,48.0,Moderate
321.92,503,51.73,40,99.99177632,160.0,4.862,2.249222921,4.11897,32.0,Moderate
1542.4,2410,260.4,390,619.8848684,310.0,68.068,4.547342085,343.2475,136.0,Bad
1094.4,1710,263.8,90,320.0,680.0,72.93,6.41,42.9613,8.0,Poor
277.12,433,6.18,30,219.9424342,130.0,34.034,0.181178277,24.04947,32.0,Moderate
249.6,390,43.0,30,99.98355263,80.0,9.724,1.869718983,20.93709091,24.0,Moderate
282.88,442,46.0,30,119.9753289,150.0,14.586,1.825929566,24.3595,24.0,Moderate
345.6,540,53.0,40,139.9671053,140.0,19.448,1.947758208,60.19413636,24.0,Moderate
800.64,1251,135.0,140,359.9177632,280.0,48.62,3.093885891,95.62613636,64.0,Poor
558.08,872,72.0,80,239.9506579,270.0,29.172,2.020894714,29.49714,48.0,Poor
714.24,1116,79.0,120,439.9342105,370.0,38.896,1.637590792,39.19665,112.0,Poor
520.96,814,72.0,90,259.9342105,280.0,38.896,1.941658908,29.40856,40.0,Poor
216.96,339,29.0,60,139.9753289,110.0,14.586,1.065723184,3.49891,32.0,Moderate
546.56,854,72.0,80,259.9588816,290.0,24.31,1.94156677,29.27569,64.0,Poor
952.96,1489,87.0,180,519.9342105,220.0,38.896,1.658888588,191.3328,144.0,Poor
555.52,868,72.0,80,279.9342105,300.0,38.896,1.871012428,31.09158,48.0,Poor
517.76,809,70.0,80,259.9671053,200.0,19.448,1.887604504,77.0646,72.0,Poor
1941.76,3034,523.0,670,599.9095395,370.0,53.482,9.283911009,29.19113636,152.0,Bad
552.96,864,97.0,110,339.9424342,240.0,34.034,2.287395215,59.7915,80.0,Poor
519.68,812,74.0,100,439.8848684,270.0,68.068,1.534031834,61.80468182,64.0,Poor
922.88,1442,231.0,130,399.8766447,540.0,72.93,5.022513632,13.08568182,40.0,Poor
766.08,1197,138.0,130,519.8108553,480.0,111.826,2.63165272,7.851409091,24.0,Poor
628.48,982,54.0,80,519.8601974,370.0,82.654,1.02972828,12.68304545,72.0,Poor
248.32,388,66.0,30,99.99177632,120.0,4.862,2.869683217,5.636909091,32.0,Moderate
640.64,1001,93.0,120,379.9424342,250.0,34.034,2.074417713,6.240863636,96.0,Poor
1756.16,2744,156.0,650,1139.851974,190.0,87.516,2.008965759,60.79809091,312.0,Bad
709.12,1108,224.0,110,339.8930921,410.0,63.206,5.282615645,24.3595,32.0,Poor
824.96,1289,168.0,160,499.8766447,300.0,72.93,3.267006681,141.3253636,80.0,Poor
481.28,752,107.0,50,299.9342105,340.0,38.896,2.68622842,40.86759091,56.0,Poor
560.0,875,104.0,50,399.8766447,480.0,72.93,2.261218259,32.21090909,40.0,Poor
715.52,1118,225.0,130,379.8766447,530.0,72.93,5.019187102,35.83463636,32.0,Poor
325.76,509,41.0,30,159.9671053,160.0,19.448,1.409420804,8.455363636,32.0,Moderate
848.0,1325,123.0,200,459.8601974,220.0,82.654,2.493815757,157.0281818,48.0,Poor
754.56,1179,133.0,150,339.9259868,220.0,43.758,3.136401273,106.6986364,64.0,Poor
1003.52,1568,209.0,200,279.9835526,210.0,9.724,5.430654706,195.2786364,96.0,Poor
325.12,508,46.0,30,139.9588816,160.0,24.31,1.690556788,20.53445455,16.0,Moderate
794.88,1242,171.0,110,299.9013158,330.0,58.344,4.293179914,33.01618182,24.0,Poor
1066.24,1666,231.0,230,339.8848684,300.0,68.068,5.447763288,58.38227273,24.0,Poor
1888.0,2950,561.0,610,179.9671053,260.0,19.448,18.18186629,93.009,40.0,Bad
1331.2,2080,105.0,430,799.7944079,220.0,121.55,1.614255525,120.20306,120.0,Poor
659.2,1030,104.0,130,319.9177632,250.0,48.62,2.528053881,11.64827,48.0,Poor
1736.96,2714,199.0,590,899.7532895,280.0,145.86,2.884453345,35.34342,120.0,Bad
481.92,753,42.0,100,299.9671053,160.0,19.448,1.054349602,76.1788,88.0,Poor
1290.24,2016,363.0,130,219.9342105,770.0,38.896,10.64222397,20.94917,24.0,Poor
1149.44,1796,66.0,310,679.9506579,160.0,29.172,1.100467954,241.07047,224.0,Poor
309.76,484,46.0,50,159.9753289,130.0,14.586,1.581260745,5.53625,40.0,Moderate
1024.64,1601,56.0,260,639.9424342,290.0,34.034,0.962475618,115.95122,200.0,Poor
2901.76,4534,610.0,800,879.7861842,550.0,126.412,8.94156278,168.21342,144.0,Bad
1854.72,2898,395.0,490,539.8355263,340.0,97.24,7.391601223,85.30254,56.0,Bad
988.16,1544,36.0,90,699.7368421,480.0,155.584,0.5917078,143.0567,24.0,Poor
893.44,1396,96.42,170,479.8848684,370.0,68.068,1.913686367,74.8501,80.0,Poor
638.08,997,57.48,90,359.8930921,270.0,63.206,1.31735301,79.2791,40.0,Poor
824.96,1289,43.2,250,539.9013158,200.0,58.344,0.808348651,35.8749,120.0,Poor
800.0,1250,77.39,220,419.9095395,230.0,53.482,1.642022637,40.7468,80.0,Poor
428.16,669,16.0,60,299.9259868,210.0,43.758,0.401684523,30.73726,48.0,Moderate
1001.6,1565,160.0,200,439.8930921,320.0,63.206,3.316794584,187.7896,72.0,Poor
1651.2,2580,283.0,500,619.7861842,480.0,126.412,4.942397303,16.3873,40.0,Bad
406.4,635,48.36,40,219.9424342,230.0,34.034,1.417763994,26.35255,32.0,Moderate
792.96,1239,50.0,240,499.9342105,190.0,38.896,0.972267436,53.148,136.0,Poor
867.84,1356,95.04,120,459.8930921,340.0,63.206,1.926859943,159.444,80.0,Poor
928.0,1450,57.52,280,599.8273026,220.0,102.102,1.02112269,94.7806,72.0,Poor
663.04,1036,40.2,170,419.9095395,230.0,53.482,0.852943662,17.14023,80.0,Poor
608.0,950,71.14,70,339.9095395,350.0,53.482,1.677661539,26.30826,48.0,Poor
492.8,770,62.69,80,239.9588816,220.0,24.31,1.759551648,10.05383,56.0,Poor
1587.2,2480,29.37,390,1199.638158,290.0,213.928,0.368681185,393.7381,128.0,Bad
454.4,710,47.84,20,279.9506579,340.0,29.172,1.243147293,0.93009,64.0,Moderate
270.72,423,32.19,50,139.9835526,120.0,9.724,1.182917986,8.32652,40.0,Moderate
418.56,654,27.81,40,259.9753289,220.0,14.586,0.749906442,32.7746,80.0,Moderate
890.88,1392,40.0,230,619.8519737,260.0,87.516,0.698534984,103.1957,104.0,Poor
307.2,480,48.0,30,139.9753289,130.0,14.586,1.763955614,22.145,32.0,Moderate
602.24,941,95.0,120,299.9259868,250.0,43.758,2.385001854,23.75554545,48.0,Poor
454.4,710,71.0,100,219.9588816,160.0,24.31,2.081420182,41.87418182,48.0,Moderate
823.04,1286,152.0,150,339.9342105,210.0,38.896,3.58441524,81.73518182,72.0,Poor
481.28,752,88.0,70,199.9588816,190.0,24.31,2.705730185,21.54104545,40.0,Poor
1465.6,2290,147.0,320,859.8519737,450.0,87.516,2.179604282,227.2077,200.0,Bad
904.96,1414,96.0,160,539.8930921,430.0,63.206,1.796344016,73.0785,112.0,Poor
1497.6,2340,231.0,280,679.8766447,580.0,72.93,3.851847484,211.2633,152.0,Bad
1548.8,2420,173.0,280,839.8355263,460.0,97.24,2.595500675,366.7212,176.0,Bad
493.44,771,75.0,60,239.9671053,270.0,19.448,2.105026517,26.75116,64.0,Poor
528.64,826,81.0,70,259.9588816,290.0,24.31,2.184262617,31.4459,64.0,Poor
790.4,1235,70.5,140,519.8848684,360.0,68.068,1.344335578,68.6495,96.0,Poor
224.0,350,29.0,40,119.9835526,110.0,9.724,1.151090059,4.16326,32.0,Moderate
720.64,1126,55.0,130,459.9095395,360.0,53.482,1.115061047,26.574,96.0,Poor
390.4,610,29.16,70,259.9588816,180.0,24.31,0.786334542,25.82107,64.0,Moderate
716.8,1120,118.5,120,319.9342105,360.0,38.896,2.880448889,13.41987,64.0,Poor
615.68,962,75.0,60,339.9506579,390.0,29.172,1.768583156,1.55015,88.0,Poor
1996.8,3120,212.0,500,1099.745066,420.0,150.722,2.779470147,420.755,192.0,Bad
937.6,1465,87.2,180,519.9259868,350.0,43.758,1.662715275,91.2374,136.0,Poor
835.2,1305,41.3,50,599.8355263,390.0,97.24,0.733172427,240.9376,80.0,Poor
593.92,928,135.0,20,279.9342105,440.0,38.896,3.508148302,2.617136364,48.0,Poor
523.52,818,55.0,40,359.9835526,280.0,9.724,1.260356844,43.48472727,128.0,Poor
561.92,878,40.0,40,379.9259868,340.0,43.758,0.892241985,45.09527273,80.0,Poor
292.48,457,27.0,20,239.9424342,200.0,34.034,0.757848504,25.36609091,40.0,Moderate
401.28,627,68.0,40,259.9671053,270.0,19.448,1.833672946,21.94368182,72.0,Moderate
508.8,795,74.0,50,279.9671053,380.0,19.448,1.922872021,15.90413636,80.0,Poor
570.24,891,98.0,130,279.9342105,190.0,38.896,2.546655804,45.09527273,48.0,Poor
566.4,885,92.0,70,299.9342105,270.0,38.896,2.309654342,22.34631818,56.0,Poor
988.8,1545,164.0,180,459.8848684,290.0,68.068,3.324998486,141.728,72.0,Poor
405.76,634,70.0,60,199.9506579,180.0,29.172,2.152329634,4.630318182,32.0,Moderate
582.4,910,104.0,80,279.9342105,200.0,38.896,2.702573507,44.08868182,48.0,Poor
811.52,1268,136.0,150,379.9095395,270.0,53.482,3.033688414,43.68604545,64.0,Poor
522.88,817,90.0,70,259.9424342,200.0,34.034,2.427035242,67.44159091,48.0,Poor
216.32,338,42.0,20,99.97532895,120.0,14.586,1.826312256,4.026363636,16.0,Moderate
391.04,611,58.16,40,199.9753289,210.0,14.586,1.788168137,9.65522,56.0,Moderate
1135.36,1774,181.5,200,539.8601974,470.0,82.654,3.396316373,80.6078,80.0,Poor
811.52,1268,77.44,200,439.9588816,290.0,24.31,1.605208547,30.42723,136.0,Poor
599.68,937,146.6,50,159.9753289,300.0,14.586,5.039409245,3.1003,40.0,Poor
712.32,1113,161.1,50,219.9259868,460.0,43.758,4.723124893,1.63873,16.0,Poor
1022.08,1597,91.7,200,579.9259868,440.0,43.758,1.655599225,40.52535,160.0,Poor
1369.6,2140,71.32,390,879.8848684,440.0,68.068,1.045371303,40.3039,240.0,Poor
472.32,738,70.99,50,219.9588816,250.0,24.31,2.081127024,30.64868,48.0,Moderate
852.48,1332,140.4,140,379.9259868,400.0,43.758,3.131769366,49.1619,80.0,Poor
2054.4,3210,304.9,500,979.7286184,690.0,160.446,4.235226986,234.737,128.0,Bad
1388.8,2170,183.6,440,679.9177632,350.0,48.62,3.061375816,66.435,192.0,Poor
371.84,581,64.0,60,179.9671053,130.0,19.448,2.074223605,23.95686364,40.0,Moderate
408.32,638,67.0,60,179.9671053,180.0,19.448,2.171452837,6.039545455,40.0,Moderate
1036.8,1620,189.0,200,439.9013158,300.0,58.344,3.91792698,8.858,80.0,Poor
657.28,1027,108.0,100,279.9424342,200.0,34.034,2.806477419,10.46854545,56.0,Poor
402.56,629,66.0,50,199.9588816,180.0,24.31,2.029297639,38.45177273,40.0,Moderate
248.32,388,37.0,30,119.9753289,130.0,14.586,1.468682477,1.207909091,24.0,Moderate
578.56,904,96.0,30,279.9671053,400.0,19.448,2.494536676,29.14282,80.0,Poor
437.76,684,81.0,30,159.9917763,270.0,4.862,2.784250798,9.96525,56.0,Moderate
675.2,1055,70.0,80,399.9424342,410.0,34.034,1.521848642,16.16585,104.0,Poor
1715.2,2680,221.0,530,779.9424342,510.0,34.034,3.440591902,46.0616,256.0,Bad
1145.6,1790,89.0,270,719.8519737,420.0,87.516,1.442250077,77.5075,144.0,Poor
1664.0,2600,209.0,380,839.84375,620.0,92.378,3.135589509,106.7389,184.0,Bad
794.24,1241,69.0,60,499.9095395,510.0,53.482,1.341762169,28.83279,112.0,Poor
1292.8,2020,114.0,260,719.8930921,480.0,63.206,1.847323743,140.8422,184.0,Poor
674.56,1054,78.0,120,379.9342105,330.0,38.896,1.73985304,28.30131,88.0,Poor
1996.8,3120,322.0,530,799.9013158,510.0,58.344,4.950052785,232.5225,224.0,Bad
1600.0,2500,109.0,490,919.9342105,430.0,38.896,1.562500903,83.2652,304.0,Bad
1312.0,2050,145.0,240,699.9342105,520.0,38.896,2.382931486,131.0984,216.0,Poor
995.84,1556,190.0,250,399.9259868,340.0,43.758,4.130816969,74.4072,88.0,Poor
720.64,1126,82.0,70,419.9013158,460.0,58.344,1.739852368,23.73944,72.0,Poor
416.0,650,31.0,50,299.9835526,280.0,9.724,0.778189086,7.75075,104.0,Moderate
1964.8,3070,185.0,660,1079.925987,380.0,43.758,2.447636362,128.8839,360.0,Bad
554.88,867,54.0,110,319.9753289,250.0,14.586,1.312525279,16.43159,104.0,Poor
