TDS,E.C,Na,Cl,T.H,HCO3,Mg,SAR,NO3,Ca,Classification
1016.96,1589,60.76,250,659.9177632,370.0,48.62,1.028359631,59.57005,184.0,Poor
736.0,1150,57.0,160,459.9753289,290.0,14.586,1.155526076,83.17662,160.0,Poor
616.32,963,54.0,50,379.9259868,400.0,43.758,1.204526679,16.60875,80.0,Poor
605.44,946,72.92,70,319.8848684,340.0,68.068,1.772645838,15.63437,16.0,Poor
1377.92,2153,234.0,300,579.8930921,420.0,63.206,4.224876844,233.45259,128.0,Poor
521.6,815,35.27,30,359.9506579,360.0,29.172,0.808269401,21.08204,96.0,Poor
416.0,650,41.68,100,239.9835526,160.0,9.724,1.169793315,20.55056,80.0,Moderate
441.6,690,31.03,40,299.9506579,260.0,29.172,0.778984884,39.50668,72.0,Moderate
862.72,1348,48.0,110,579.8601974,450.0,82.654,0.866665985,39.59526,96.0,Poor
307.2,480,34.0,60,159.9753289,120.0,14.586,1.168757942,13.287,40.0,Moderate
569.6,890,70.0,90,299.9506579,280.0,29.172,1.757297514,31.60695455,72.0,Poor
561.28,877,82.0,120,279.9588816,230.0,24.31,2.130781372,55.76513636,72.0,Poor
816.0,1275,120.0,120,259.9588816,250.0,24.31,3.235944617,68.24686364,64.0,Poor
453.76,709,70.0,100,199.9753289,170.0,14.586,2.152196863,19.52786364,56.0,Moderate
1100.8,1720,170.3,320,479.8848684,220.0,68.068,3.380012325,163.873,80.0,Poor
737.28,1152,86.0,150,379.8766447,290.0,72.93,1.918444848,67.3208,32.0,Poor
2164.48,3382,330.0,780,899.84375,100.0,92.378,4.783023907,471.6885,208.0,Bad
590.72,923,65.78,80,319.8930921,170.0,63.206,1.599055738,104.0815,24.0,Poor
336.0,525,56.0,50,139.9671053,180.0,19.448,2.058008673,1.55015,24.0,Moderate
629.12,983,86.68,130,299.9259868,280.0,43.758,2.176125902,0.13287,48.0,Poor
833.92,1303,95.46,290,439.8684211,150.0,77.792,1.978938063,77.9504,48.0,Poor
353.28,552,52.93,70,159.9753289,140.0,14.586,1.819481114,4.78332,40.0,Moderate
659.2,1030,57.0,80,359.9095395,350.0,53.482,1.3063223,31.66735,56.0,Poor
490.24,766,23.08,50,319.9588816,260.0,24.31,0.560997445,10.23099,88.0,Poor
1673.6,2615,560.0,170,59.99177632,850.0,4.862,31.43506266,59.7915,16.0,Bad
586.88,917,90.01,80,259.9259868,300.0,43.758,2.427381708,10.27528,32.0,Poor
1857.92,2903,238.7,320,879.7368421,270.0,155.584,3.499034246,797.22,96.0,Bad
422.4,660,56.0,80,199.9753289,160.0,14.586,1.721757491,18.46893,56.0,Moderate
998.4,1560,78.63,110,679.7615132,380.0,140.998,1.311239893,349.4481,40.0,Poor
586.24,916,129.0,60,199.9835526,360.0,9.724,3.966109813,22.145,64.0,Poor
447.36,699,96.0,50,179.9835526,260.0,9.724,3.111193244,38.85440909,56.0,Moderate
435.84,681,80.0,40,139.9917763,220.0,4.862,2.939753316,45.49790909,48.0,Moderate
227.84,356,7.0,30,119.9753289,80.0,14.586,0.277858847,13.48831818,24.0,Moderate
497.28,777,102.0,70,199.9917763,300.0,4.862,3.135929329,13.287,72.0,Poor
380.16,594,23.0,40,259.9753289,240.0,14.586,0.620203099,12.48172727,80.0,Moderate
1150.72,1798,172.0,240,479.8684211,390.0,77.792,3.413811408,87.97604545,64.0,Poor
1116.8,1745,180.0,180,419.8848684,340.0,68.068,3.819262925,177.5626364,56.0,Poor
1115.52,1743,180.0,150,479.8684211,470.0,77.792,3.572593334,165.4835455,64.0,Poor
344.96,539,49.0,60,159.9753289,160.0,14.586,1.684386446,7.247454545,40.0,Moderate
726.4,1135,118.0,50,319.9177632,430.0,48.62,2.868368827,29.39245455,48.0,Poor
349.44,546,41.0,50,139.9753289,130.0,14.586,1.506712087,6.442181818,32.0,Moderate
736.0,1150,119.0,60,319.9177632,410.0,48.62,2.892677037,61.80468182,48.0,Poor
326.4,510,33.0,50,159.9671053,140.0,19.448,1.134411867,4.831636364,32.0,Moderate
524.8,820,92.0,80,219.9342105,180.0,38.896,2.69720277,32.19883,24.0,Poor
2042.88,3192,406.0,430,559.8601974,440.0,82.654,7.460336229,469.0311,88.0,Bad
663.68,1037,73.0,170,339.9506579,190.0,29.172,1.721420938,68.02944,88.0,Poor
565.76,884,135.0,90,159.9588816,250.0,24.31,4.640895111,3.05601,24.0,Poor
612.48,957,161.0,30,159.9588816,380.0,24.31,5.534697132,0.97438,24.0,Poor
938.24,1466,84.0,290,559.9259868,230.0,43.758,1.543427159,52.21791,152.0,Poor
821.76,1284,116.0,190,379.9259868,270.0,43.758,2.587501755,55.8054,80.0,Poor
314.24,491,44.0,50,179.9835526,140.0,9.724,1.42596357,7.04211,56.0,Moderate
863.36,1349,164.0,190,299.9342105,300.0,38.896,4.117209914,81.0507,56.0,Poor
1267.2,1980,155.0,320,659.8930921,360.0,63.206,2.623415445,162.1014,160.0,Poor
2143.36,3349,413.0,690,859.6875,490.0,184.756,6.124235881,181.589,40.0,Bad
1002.24,1566,182.0,370,359.9259868,150.0,43.758,4.170968884,34.1033,72.0,Poor
590.72,923,57.0,120,379.9424342,300.0,34.034,1.271417308,24.15818182,96.0,Poor
493.44,771,75.0,100,279.9835526,280.0,9.724,1.948799535,10.66986364,96.0,Poor
1104.64,1726,205.0,260,499.8848684,460.0,68.068,3.986493218,0.805272727,88.0,Poor
849.28,1327,175.0,150,299.9835526,400.0,9.724,4.393002907,6.240863636,104.0,Poor
250.88,392,13.0,20,159.9753289,150.0,14.586,0.446878037,9.260636364,40.0,Moderate
345.6,540,58.0,30,179.9835526,260.0,9.724,1.879679252,0.201318182,56.0,Moderate
633.6,990,104.57,100,279.9506579,340.0,29.172,2.717305863,16.56446,64.0,Poor
517.76,809,86.0,90,239.9753289,270.0,14.586,2.413722381,17.76029,72.0,Poor
622.08,972,85.4,100,339.9424342,360.0,34.034,2.013851045,10.36386,80.0,Poor
1440.0,2250,241.0,440,599.9177632,430.0,48.62,4.278025273,57.22268,160.0,Bad
930.56,1454,85.0,230,559.9013158,320.0,58.344,1.5618357,99.2096,128.0,Poor
1030.4,1610,165.0,230,459.9177632,460.0,48.62,3.345153233,17.716,104.0,Poor
832.64,1301,51.3,80,559.8766447,500.0,72.93,0.942634549,39.01949,104.0,Poor
682.88,1067,82.45,120,359.9342105,320.0,38.896,1.889518988,27.68125,80.0,Poor
1948.16,3044,349.6,550,699.9506579,470.0,29.172,5.745262481,223.2216,232.0,Bad
1083.52,1693,99.32,250,639.8930921,460.0,63.206,1.70708507,22.145,152.0,Poor
1793.28,2802,151.6,530,1059.835526,430.0,97.24,2.02466012,217.021,264.0,Bad
1064.96,1664,191.7,280,419.9013158,390.0,58.344,4.067435353,20.55056,72.0,Poor
820.48,1282,79.78,110,479.8930921,470.0,63.206,1.583412054,21.56923,88.0,Poor
1109.76,1734,103.81,320,639.9013158,310.0,58.344,1.7842465,79.722,160.0,Poor
1175.68,1837,105.87,340,679.9259868,330.0,43.758,1.765282667,85.0368,200.0,Poor
602.88,942,61.37,120,359.9506579,270.0,29.172,1.406393341,46.9474,96.0,Poor
1717.12,2683,118.0,480,1039.777961,400.0,131.274,1.591050145,221.0071,200.0,Bad
441.6,690,35.73,50,279.9342105,260.0,38.896,0.928489917,17.716,48.0,Moderate
844.8,1320,85.0,190,479.9506579,250.0,29.172,1.686913423,144.8283,144.0,Poor
925.44,1446,218.0,190,279.9259868,450.0,43.758,5.665093063,13.287,40.0,Poor
248.96,389,17.8,30,159.9671053,150.0,19.448,0.611894886,0.3,32.0,Moderate
284.16,444,28.0,60,159.9588816,130.0,24.31,0.962556023,1.01867,24.0,Moderate
2972.16,4644,148.0,1000,1879.835526,310.0,97.24,1.484136865,528.8226,592.0,Bad
593.28,927,101.0,60,259.9424342,350.0,34.034,2.723672883,29.85146,48.0,Poor
1267.2,1980,224.0,200,539.8930921,620.0,63.206,4.191469371,66.0,112.0,Poor
220.16,344,6.0,20,179.9753289,150.0,14.586,0.19445402,3.019772727,48.0,Moderate
218.88,342,19.0,40,139.9753289,110.0,14.586,0.698232431,3.825045455,32.0,Moderate
766.08,1197,76.0,40,299.9259868,280.0,43.758,1.908001483,15.5015,48.0,Poor
430.08,672,75.0,80,219.9671053,200.0,19.448,2.198642191,7.448772727,56.0,Moderate
1014.4,1585,103.0,260,479.9506579,220.0,29.172,2.044142148,190.447,144.0,Poor
743.68,1162,25.0,150,439.9835526,370.0,9.724,0.518195875,3.67607,160.0,Poor
1036.8,1620,98.0,200,639.9424342,380.0,34.034,1.684332332,221.45,200.0,Poor
1392.0,2175,116.0,370,839.8684211,390.0,77.792,1.740301631,190.447,208.0,Poor
1936.64,3026,288.0,540,899.6546053,390.0,204.204,4.174714189,416.326,24.0,Bad
1017.6,1590,157.0,280,439.9013158,340.0,58.344,3.254574264,3.27746,80.0,Poor
1589.12,2483,241.0,590,719.7697368,280.0,136.136,3.905641847,73.0785,64.0,Bad
1658.88,2592,181.0,460,859.7121711,330.0,170.17,2.683948642,349.0052,64.0,Bad
370.56,579,33.0,70,219.9753289,140.0,14.586,0.967384481,39.861,64.0,Moderate
1449.6,2265,95.0,300,879.8930921,410.0,63.206,1.392453866,301.172,248.0,Bad
892.16,1394,240.0,60,179.9753289,560.0,14.586,7.778160809,5.18193,48.0,Poor
690.56,1079,101.0,110,319.9342105,340.0,38.896,2.455066142,14.03993,64.0,Poor
1232.0,1925,378.3,90,219.9259868,690.0,43.758,11.09098788,188.2325,16.0,Poor
1043.2,1630,152.0,240,499.8355263,290.0,97.24,2.955984766,198.8621,40.0,Poor
923.52,1443,104.61,230,499.9342105,350.0,38.896,2.034177929,18.278483,136.0,Poor
536.96,839,70.0,50,279.9177632,310.0,48.62,1.819093301,28.7885,32.0,Poor
963.84,1506,110.5,170,519.9424342,310.0,34.034,2.106962521,219.27979,152.0,Poor
347.52,543,52.0,80,199.9506579,160.0,29.172,1.598873443,3.215454,32.0,Moderate
534.4,835,35.26,90,339.9588816,260.0,24.31,0.831459837,16.3873,96.0,Poor
899.84,1406,75.0,230,539.8519737,230.0,87.516,1.403447207,151.0289,72.0,Poor
515.2,805,22.94,50,339.9177632,200.0,48.62,0.540976809,135.0845,56.0,Poor
636.8,995,214.0,50,59.99177632,380.0,4.862,12.01268466,18.119039,16.0,Poor
1898.88,2967,599.0,240,159.9588816,1070.0,24.31,20.59182349,13.10984,24.0,Bad
894.08,1397,59.38,150,559.9588816,440.0,24.31,1.091023961,1.7716,184.0,Poor
325.12,508,44.0,100,199.9588816,120.0,24.31,1.352865093,23.20796,40.0,Moderate
755.2,1180,91.0,150,399.9259868,310.0,43.758,1.978443917,38.44372,88.0,Poor
883.84,1381,78.29,170,519.9095395,260.0,53.482,1.492844471,220.25417,120.0,Poor
1739.52,2718,125.0,670,1079.835526,360.0,97.24,1.653877623,17.22881,272.0,Bad
1804.16,2819,408.3,540,499.9506579,570.0,29.172,7.93940528,28.38989,152.0,Bad
332.16,519,48.48,80,159.9753289,130.0,14.586,1.666511325,2.39166,40.0,Moderate
844.8,1320,282.0,50,59.98355263,530.0,9.724,15.8308845,15.111748,8.0,Poor
962.56,1504,113.95,220,499.9588816,390.0,24.31,2.215742814,35.65345,160.0,Poor
1372.16,2144,213.6,400,599.84375,430.0,92.378,3.79187789,38.26656,88.0,Poor
602.88,942,45.75,40,379.9424342,380.0,34.034,1.020479681,34.28046,96.0,Poor
582.4,910,40.32,50,379.9177632,350.0,48.62,0.899389654,37.82366,72.0,Poor
648.96,1014,95.01,160,299.9259868,230.0,43.758,2.385252907,20.46198,48.0,Poor
844.8,1320,55.96,240,539.9177632,270.0,48.62,1.047094942,36.920144,136.0,Poor
1331.2,2080,380.0,110,239.9342105,820.0,38.896,10.66619877,58.9057,32.0,Poor
602.88,942,45.75,40,379.9424342,380.0,34.034,1.020479681,34.28046,96.0,Poor
1383.68,2162,427.5,200,159.9588816,590.0,24.31,14.69616785,172.731,24.0,Poor
347.52,543,52.0,80,199.9506579,160.0,29.172,1.598873443,3.215454,32.0,Moderate
323.2,505,50.0,70,139.9506579,130.0,29.172,1.837615715,5.49196,8.0,Moderate
1436.16,2244,283.8,390,499.8684211,450.0,77.792,5.518953113,108.9534,72.0,Poor
966.4,1510,148.9,130,419.8848684,550.0,68.068,3.159379164,8.4151,56.0,Poor
1658.88,2592,208.0,470,779.7944079,330.0,121.55,3.238511479,271.45341,112.0,Bad
1029.12,1608,188.8,340,379.9177632,280.0,48.62,4.211427747,3.0,72.0,Poor
630.4,985,29.78,110,419.9177632,250.0,48.62,0.631851083,79.98774,88.0,Poor
1009.28,1577,95.0,380,579.8848684,170.0,68.068,1.715239941,69.5353,120.0,Poor
1515.52,2368,142.3,500,859.7532895,230.0,145.86,2.110037341,240.4947,104.0,Bad
654.72,1023,170.4,50,159.9588816,400.0,24.31,5.85784094,2.2145,24.0,Poor
2933.76,4584,391.4,990,1359.810855,220.0,111.826,4.614809026,520.8504,360.0,Bad
1131.52,1768,153.4,260,539.8684211,390.0,77.792,2.870473628,95.97643,88.0,Poor
511.36,799,96.96,10,199.9588816,380.0,24.31,2.981222713,16.3873,40.0,Poor
1582.08,2472,325.5,490,539.7944079,400.0,121.55,6.091285653,46.0616,16.0,Bad
585.6,915,106.45,100,219.9506579,270.0,29.172,3.120722823,5.3148,40.0,Poor
832.64,1301,103.0,120,459.8766447,430.0,72.93,2.088279916,66.23368182,64.0,Poor
633.6,990,110.0,140,259.9342105,250.0,38.896,2.966423331,21.13840909,40.0,Poor
501.12,783,82.0,20,219.9342105,320.0,38.896,2.404028556,50.53086364,24.0,Poor
825.6,1290,89.0,140,459.8766447,380.0,72.93,1.804436044,72.87718182,64.0,Poor
622.08,972,92.0,110,299.9095395,290.0,53.482,2.309749338,43.48472727,32.0,Poor
467.84,731,64.0,90,239.9342105,230.0,38.896,1.796412425,16.50809091,32.0,Moderate
277.76,434,38.0,50,139.9588816,140.0,24.31,1.396546912,2.617136364,16.0,Moderate
887.68,1387,101.0,270,479.9095395,250.0,53.482,2.004535936,47.71240909,104.0,Poor
887.04,1386,138.0,190,399.9013158,330.0,58.344,3.000370134,87.37209091,64.0,Poor
407.68,637,45.0,60,219.9342105,200.0,38.896,1.319283964,23.75554545,24.0,Moderate
1006.08,1572,133.0,160,499.8930921,370.0,63.206,2.586337741,196.8891818,96.0,Poor
712.96,1114,72.44,90,419.9506579,400.0,29.172,1.536920745,35.96348,120.0,Poor
2753.92,4303,208.0,1060,1659.555921,520.0,262.548,2.219931396,69.5353,232.0,Bad
1031.68,1612,125.0,220,559.9588816,410.0,24.31,2.296699143,70.864,184.0,Poor
597.76,934,84.0,60,279.9753289,360.0,14.586,2.182687535,0.651063,88.0,Poor
510.72,798,38.05,50,319.9671053,300.0,19.448,0.924856086,21.635665,96.0,Poor
748.16,1169,91.0,130,379.9506579,350.0,29.172,2.029784613,20.670143,104.0,Poor
486.4,760,37.07,40,299.9753289,300.0,14.586,0.930576285,13.7299,96.0,Poor
597.76,934,86.2,60,279.9424342,350.0,34.034,2.239984754,17.93745,56.0,Poor
560.64,876,114.0,60,199.9506579,330.0,29.172,3.505222547,3.228741,32.0,Poor
590.08,922,30.0,90,399.9588816,280.0,24.31,0.652207436,48.09894,120.0,Poor
1016.96,1589,80.0,180,639.8930921,420.0,63.206,1.375018179,124.012,152.0,Poor
721.92,1128,58.0,100,439.9588816,290.0,24.31,1.202248137,145.7141,136.0,Poor
1276.8,1995,200.0,270,619.8684211,480.0,77.792,3.492628581,126.2265,120.0,Poor
773.12,1208,72.41,150,439.9342105,320.0,38.896,1.500986699,45.57441,112.0,Poor
1009.92,1578,140.0,270,479.9753289,340.0,14.586,2.77837423,14.1728,168.0,Poor
986.24,1541,77.0,170,619.8519737,480.0,87.516,1.344679844,34.81194,104.0,Poor
705.28,1102,85.48,130,359.9424342,330.0,34.034,1.958935573,14.1728,88.0,Poor
2598.4,4060,505.0,430,1059.84375,420.0,92.378,6.744389142,79.722,272.0,Bad
1208.32,1888,250.0,180,419.9424342,520.0,34.034,5.304168255,84.151,112.0,Poor
1079.04,1686,105.72,230,599.9177632,310.0,48.62,1.876650755,186.018,160.0,Poor
673.28,1052,70.0,100,379.9177632,330.0,48.62,1.561440372,47.43459,72.0,Poor
634.24,991,56.0,90,379.9259868,340.0,43.758,1.249138778,19.22186,80.0,Poor
568.96,889,83.0,50,279.9177632,360.0,48.62,2.156924914,12.31262,32.0,Poor
567.04,886,43.0,120,319.9177632,170.0,48.62,1.045253047,32.21090909,48.0,Poor
366.08,572,55.0,90,219.9671053,180.0,19.448,1.612337607,15.09886364,56.0,Moderate
1003.52,1568,268.0,240,239.9671053,320.0,19.448,7.521961422,7.448772727,64.0,Poor
442.88,692,64.0,100,299.9588816,170.0,24.31,1.606649988,42.27681818,80.0,Moderate
463.36,724,32.0,80,279.9259868,180.0,43.758,0.831573294,30.60036364,40.0,Moderate
430.08,672,81.0,130,139.9835526,100.0,9.724,2.976587662,19.4876,40.0,Moderate
1637.12,2558,226.0,510,719.8519737,410.0,87.516,3.662342892,89.15577,144.0,Bad
474.88,742,34.0,60,299.9588816,260.0,24.31,0.853532806,32.46457,80.0,Moderate
569.6,890,57.98,40,299.9013158,290.0,58.344,1.45566416,86.8084,24.0,Poor
1362.56,2129,174.0,450,699.8766447,310.0,72.93,2.859635381,134.6416,160.0,Poor
1246.72,1948,202.2,330,499.9342105,250.0,38.896,3.931849509,245.8095,136.0,Poor
656.64,1026,50.55,140,399.9753289,200.0,14.586,1.098946934,113.3824,136.0,Poor
803.2,1255,49.0,140,559.9259868,360.0,43.758,0.900332509,100.0954,152.0,Poor
2890.24,4516,336.6,610,1119.810855,440.0,111.826,4.373347016,1028.0,264.0,Bad
593.92,928,89.54,80,259.9342105,290.0,38.896,2.414668592,46.0616,40.0,Poor
921.6,1440,61.5,160,559.9095395,430.0,53.482,1.130025767,18.1589,136.0,Poor
1104.0,1725,179.8,270,459.9095395,360.0,53.482,3.645235931,104.9673,96.0,Poor
2513.92,3928,159.6,860,1599.745066,440.0,150.722,1.73492083,19.4876,392.0,Bad
1098.24,1716,57.01,280,719.8766447,340.0,72.93,0.923834471,108.5105,168.0,Poor
612.48,957,56.0,100,339.9753289,300.0,14.586,1.320494175,8.858,112.0,Poor
1003.52,1568,60.15,240,639.8930921,260.0,63.206,1.033841794,186.018,152.0,Poor
1784.96,2789,75.25,450,1199.786184,310.0,126.412,0.944553888,461.0,272.0,Bad
657.28,1027,42.8,60,419.9506579,400.0,29.172,0.908064714,26.574,120.0,Poor
1082.24,1691,137.0,230,539.9095395,420.0,53.482,2.56349356,81.9365,128.0,Poor
1952.0,3050,101.92,550,1299.728618,360.0,160.446,1.229150998,427.61995,256.0,Bad
468.48,732,45.75,40,259.9835526,290.0,9.724,1.233645348,3.445762,88.0,Moderate
273.92,428,11.99,40,179.9835526,150.0,9.724,0.388575073,1.585582,56.0,Moderate
853.76,1334,110.8,190,439.9259868,380.0,43.758,2.296794375,10.904198,104.0,Poor
877.44,1371,84.93,130,499.9095395,480.0,53.482,1.651534217,10.080404,112.0,Poor
2009.6,3140,195.1,530,1039.777961,570.0,131.274,2.630626129,189.38404,200.0,Bad
1573.12,2458,261.1,430,619.9342105,370.0,38.896,4.559384665,193.85733,184.0,Bad
1345.92,2103,140.8,430,719.9013158,350.0,58.344,2.281593837,8.587831,192.0,Poor
629.12,983,56.37,70,359.9588816,350.0,24.31,1.291795454,12.26833,104.0,Poor
797.44,1246,79.73,140,439.9506579,390.0,29.172,1.652692067,12.290475,128.0,Poor
428.8,670,50.0,50,259.9506579,240.0,29.172,1.348331584,46.5045,56.0,Moderate
764.16,1194,44.0,200,479.8848684,230.0,68.068,0.873285627,86.3655,80.0,Poor
760.32,1188,142.0,180,239.9259868,250.0,43.758,3.985858376,45.6187,24.0,Poor
569.6,890,93.0,100,259.9506579,290.0,29.172,2.507896747,22.5879,56.0,Poor
872.96,1364,98.0,300,399.9013158,140.0,58.344,2.130697632,36.98215,64.0,Poor
385.92,603,29.6,40,259.9342105,230.0,38.896,0.798237551,41.6326,40.0,Moderate
207.36,324,11.7,30,119.9835526,100.0,9.724,0.4644053,9.7438,32.0,Moderate
855.04,1336,147.0,180,339.9671053,320.0,19.448,3.466339132,74.48772727,104.0,Poor
485.12,758,79.0,80,219.9588816,220.0,24.31,2.3159464,57.77831818,48.0,Poor
498.56,779,43.0,20,299.9095395,320.0,53.482,1.079556756,42.67945455,32.0,Poor
1136.64,1776,174.0,290,519.8766447,420.0,72.93,3.31796086,57.17436364,88.0,Poor
796.16,1244,121.0,160,339.9095395,310.0,53.482,2.853486733,38.04913636,48.0,Poor
695.04,1086,96.0,130,319.9506579,280.0,29.172,2.333468235,58.18095455,80.0,Poor
544.0,850,55.55,30,299.9588816,310.0,24.31,1.394521982,57.577,80.0,Poor
531.2,830,51.81,60,319.9095395,300.0,53.482,1.259424568,31.0,40.0,Poor
816.0,1275,64.29,60,499.9177632,520.0,48.62,1.250162033,27.0,120.0,Poor
693.76,1084,27.17,60,479.9835526,310.0,9.724,0.539198437,143.0,176.0,Poor
634.24,991,90.2,100,299.9424342,310.0,34.034,2.26443441,3.494481,64.0,Poor
493.44,771,32.6,50,299.9342105,280.0,38.896,0.818420995,9.47806,56.0,Poor
3191.04,4986,464.2,1270,1439.802632,430.0,116.688,5.318948907,165.2017,384.0,Bad
382.72,598,39.0,30,199.9506579,180.0,29.172,1.199155082,26.0,32.0,Moderate
1723.52,2693,300.0,470,719.8930921,440.0,63.206,4.861378272,217.021,184.0,Bad
453.12,708,91.0,90,179.9671053,210.0,19.448,2.949286689,18.29177,40.0,Moderate
738.56,1154,60.3,240,419.9095395,180.0,53.482,1.279415493,24.0,80.0,Poor
396.8,620,39.96,80,199.9424342,40.0,34.034,1.228698013,24.00518,24.0,Moderate
2046.08,3197,209.0,770,1039.786184,290.0,126.412,2.818035299,185.1322,208.0,Bad
1017.6,1590,118.0,310,519.8848684,130.0,68.068,2.250093591,221.0071,96.0,Poor
416.0,650,58.0,70,199.9424342,150.0,34.034,1.783395514,20.10766,24.0,Moderate
294.4,460,42.0,20,139.9671053,130.0,19.448,1.543506504,25.99823,24.0,Moderate
371.2,580,35.0,30,219.9342105,140.0,38.896,1.026109749,40.0,24.0,Moderate
418.56,654,34.0,80,259.9424342,170.0,34.034,0.91687998,45.0,48.0,Moderate
702.08,1097,56.78,240,419.9013158,150.0,58.344,1.204741676,53.0,72.0,Poor
319.36,499,18.0,40,219.9506579,110.0,29.172,0.527693854,47.3903,40.0,Moderate
1091.2,1705,196.0,350,419.9342105,300.0,38.896,4.15850863,34.0,104.0,Poor
371.2,580,19.0,20,259.9506579,250.0,29.172,0.512366002,15.0,56.0,Moderate
353.28,552,17.0,40,239.9671053,180.0,19.448,0.477139344,30.0,64.0,Moderate
408.32,638,73.0,50,179.9753289,240.0,14.586,2.365857246,17.05165,48.0,Moderate
409.6,640,69.79,50,179.9753289,240.0,14.586,2.261824345,9.56664,48.0,Moderate
809.6,1265,84.08,230,439.9259868,270.0,43.758,1.742910389,5.09335,104.0,Poor
411.52,643,72.96,50,179.9835526,250.0,9.724,2.364506865,16.8302,56.0,Moderate
812.8,1270,83.71,220,439.9342105,280.0,38.896,1.73522437,3.72036,112.0,Poor
406.4,635,66.7,50,179.9753289,240.0,14.586,2.161680525,9.3009,48.0,Moderate
453.76,709,72.09,60,219.9753289,260.0,14.586,2.11329537,16.87449,64.0,Moderate
2585.6,4040,312.0,830,1359.555921,460.0,262.548,3.67898672,367.607,112.0,Bad
1570.56,2454,246.0,500,699.7697368,400.0,136.136,4.043241599,42.88077273,56.0,Bad
469.12,733,60.0,120,239.9177632,160.0,48.62,1.684194375,32.41222727,16.0,Moderate
837.12,1308,110.0,160,419.8766447,380.0,72.93,2.334016867,44.29,48.0,Poor
821.12,1283,133.0,190,359.8848684,330.0,68.068,3.048189842,41.27022727,32.0,Poor
304.64,476,42.0,40,159.9506579,130.0,29.172,1.443871151,35.83463636,16.0,Moderate
1482.24,2316,214.0,350,699.8026316,420.0,116.688,3.517208805,245.0042273,88.0,Bad
828.8,1295,117.0,180,399.8848684,340.0,68.068,2.543844383,45.69922727,48.0,Poor
874.88,1367,132.0,320,399.8766447,190.0,72.93,2.87000779,18.52127273,40.0,Poor
354.56,554,44.0,70,199.9424342,150.0,34.034,1.352920735,18.92390909,24.0,Moderate
803.2,1255,108.0,200,379.9259868,200.0,43.758,2.409053359,93.41163636,80.0,Poor
487.04,761,72.0,90,219.9588816,190.0,24.31,2.110735959,53.75195455,48.0,Poor
1033.6,1615,160.0,250,419.9177632,200.0,48.62,3.394767404,192.0575455,88.0,Poor
1236.48,1932,195.0,220,459.8930921,360.0,63.206,3.95346895,173.9389091,80.0,Poor
1394.56,2179,302.0,360,439.9095395,400.0,53.482,6.260332743,118.5764091,88.0,Poor
659.2,1030,98.0,110,299.9259868,280.0,43.758,2.460317702,58.78490909,48.0,Poor
1257.6,1965,290.0,360,499.84375,560.0,92.378,5.639661383,18.73467,48.0,Poor
1400.32,2188,122.1,390,819.8108553,410.0,111.826,1.854090786,54.12238,144.0,Poor
968.96,1514,107.65,210,519.9095395,320.0,53.482,2.052684983,119.1401,120.0,Poor
953.6,1490,133.2,110,459.9177632,570.0,48.62,2.700450974,33.2175,104.0,Poor
919.04,1436,205.8,180,219.9506579,340.0,29.172,6.033299736,179.3745,40.0,Poor
510.08,797,58.08,90,299.9259868,240.0,43.758,1.458114818,32.64173,48.0,Poor
278.4,435,33.18,40,199.9506579,190.0,29.172,1.020204247,18.51322,32.0,Moderate
579.84,906,55.93,150,339.9588816,230.0,24.31,1.31887546,37.51363,96.0,Poor
2098.56,3279,295.2,510,959.9424342,240.0,34.034,4.142532479,578.4274,328.0,Bad
383.36,599,36.94,70,259.9342105,150.0,38.896,0.99617889,52.52794,40.0,Moderate
1487.36,2324,169.3,370,799.8355263,370.0,97.24,2.602727956,336.1611,160.0,Bad
1349.76,2109,211.3,260,599.8026316,430.0,116.688,3.751176315,332.175,48.0,Poor
713.6,1115,60.44,220,419.9095395,180.0,53.482,1.282385944,44.20142,80.0,Poor
3233.92,5053,465.2,1360,1379.84375,280.0,92.378,5.444987846,76.35596,400.0,Bad
1459.2,2280,170.7,340,779.8355263,200.0,97.24,2.657689111,506.2347,152.0,Bad
